keyword,using top 1,using top 3,using weight > 50,all
felicidades,Americas,Americas,Americas,Americas
contra,Americas,Americas,Americas,Americas
murah,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
talvez,Americas,Africa_Europe,Americas,Americas
obama,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
hocam,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
aan,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
aap,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
bhi,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
alegría,Americas,Americas,Americas,Americas
pasar,Asia_Australia,Asia_Australia,Americas,Americas
@jairbolsonaro,Americas,Americas,Americas,Americas
tentar,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
عفش,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
brooklyn,Americas,Americas,Americas,Americas
sentar,Americas,Africa_Europe,Africa_Europe,Americas
gabi,Asia_Australia,Africa_Europe,Africa_Europe,Africa_Europe
gols,Americas,Africa_Europe,Americas,Africa_Europe
ojo,Americas,Americas,Americas,Americas
juju,Americas,Americas,Americas,Africa_Europe
पहल,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
algún,Americas,Americas,Americas,Americas
necesitas,Americas,Americas,Americas,Americas
première,Americas,Americas,Americas,Africa_Europe
crl,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
insane,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
ser,Americas,Africa_Europe,Africa_Europe,Americas
jadi,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
evde,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
sem,Americas,Africa_Europe,Africa_Europe,Africa_Europe
sei,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
ninguém,Americas,Africa_Europe,Africa_Europe,Africa_Europe
natale,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
beli,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
belo,Americas,Africa_Europe,Americas,Africa_Europe
interessante,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
dizer,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
ntar,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
cansei,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
devia,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
això,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
baixo,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
mlk,Africa_Europe,Africa_Europe,Americas,Americas
admiro,Americas,Americas,Americas,Americas
von,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
moto,Americas,Americas,Africa_Europe,Africa_Europe
vou,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
voy,Americas,Americas,Americas,Americas
voz,Africa_Europe,Americas,Americas,Americas
amo,Americas,Americas,Americas,Americas
acabo,Americas,Americas,Americas,Americas
próprio,Americas,Africa_Europe,Africa_Europe,Africa_Europe
própria,Americas,Americas,Americas,Africa_Europe
chegou,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
trouxa,Americas,Americas,Americas,Americas
semoga,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
amg,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
año,Americas,Americas,Americas,Americas
assistindo,Americas,Africa_Europe,Africa_Europe,Africa_Europe
conversar,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
eles,Americas,Africa_Europe,Africa_Europe,Africa_Europe
kelly,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
salve,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
buka,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
mandar,Americas,Americas,Americas,Americas
prefiro,Americas,Africa_Europe,Africa_Europe,Africa_Europe
tio,Africa_Europe,Africa_Europe,Africa_Europe,Americas
tomar,Americas,Americas,Americas,Americas
#nfl,Americas,Americas,Americas,Americas
continua,Americas,Africa_Europe,Americas,Americas
frère,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
senate,Africa_Europe,Africa_Europe,Americas,Americas
cansa,Americas,Americas,Americas,Americas
pala,Americas,Americas,Asia_Australia,Africa_Europe
aquele,Americas,Africa_Europe,Africa_Europe,Africa_Europe
kasih,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
aquela,Americas,Africa_Europe,Americas,Africa_Europe
idade,Americas,Africa_Europe,Africa_Europe,Africa_Europe
santo,Americas,Americas,Americas,Americas
crlh,Americas,Americas,Americas,Americas
tidak,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
veces,Americas,Americas,Americas,Americas
amado,Americas,Africa_Europe,Africa_Europe,Americas
все,Asia_Australia,Asia_Australia,Asia_Australia,Africa_Europe
jeito,Americas,Africa_Europe,Africa_Europe,Africa_Europe
inte,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
graças,Americas,Americas,Americas,Africa_Europe
garbage,Americas,Americas,Americas,Americas
muka,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
vão,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
heeft,Americas,Americas,Americas,Americas
suis,Americas,Africa_Europe,Africa_Europe,Africa_Europe
votar,Americas,Americas,Americas,Americas
quién,Americas,Americas,Americas,Americas
médicos,Americas,Americas,Americas,Americas
bizim,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
escrito,Africa_Europe,Americas,Americas,Americas
caraio,Americas,Americas,Americas,Americas
eduardo,Africa_Europe,Africa_Europe,Americas,Americas
estilo,Americas,Americas,Americas,Americas
montón,Americas,Americas,Americas,Americas
españa,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
kkkkkkkkkkkkk,Americas,Americas,Americas,Americas
carrera,Americas,Americas,Americas,Americas
temos,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
видео,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
lang,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
maradona,Americas,Americas,Americas,Africa_Europe
12.12,Asia_Australia,Asia_Australia,Asia_Australia,Africa_Europe
essas,Americas,Africa_Europe,Africa_Europe,Africa_Europe
ulit,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
miga,Americas,Americas,Americas,Americas
спасибо,Asia_Australia,Asia_Australia,Asia_Australia,Africa_Europe
bilang,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
@aajtak,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
leí,Americas,Americas,Americas,Americas
llama,Americas,Americas,Americas,Americas
tra,Asia_Australia,Asia_Australia,Asia_Australia,Africa_Europe
אני,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
ranço,Americas,Americas,Americas,Americas
trs,Asia_Australia,Asia_Australia,Africa_Europe,Africa_Europe
virar,Americas,Americas,Americas,Americas
dicen,Americas,Americas,Americas,Americas
indian,Asia_Australia,Asia_Australia,Asia_Australia,Africa_Europe
difícil,Americas,Africa_Europe,Americas,Americas
lei,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
ler,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
euro,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
prefiero,Americas,Americas,Americas,Americas
dyan,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
masuk,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
menina,Americas,Africa_Europe,Africa_Europe,Africa_Europe
palabra,Americas,Americas,Americas,Americas
menino,Americas,Americas,Americas,Africa_Europe
verlo,Africa_Europe,Africa_Europe,Africa_Europe,Americas
asal,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
mendoza,Americas,Americas,Americas,Americas
jelas,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
cualquiera,Americas,Americas,Americas,Americas
babi,Asia_Australia,Asia_Australia,Asia_Australia,Africa_Europe
pouquinho,Americas,Americas,Americas,Americas
proceso,Americas,Americas,Americas,Americas
cliente,Africa_Europe,Americas,Americas,Americas
sabe,Americas,Americas,Americas,Americas
loca,Americas,Americas,Americas,Americas
mulai,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
loco,Americas,Americas,Americas,Americas
tüm,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
junta,Americas,Americas,Americas,Americas
estudar,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
manusia,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
delas,Americas,Americas,Americas,Americas
especial,Africa_Europe,Africa_Europe,Americas,Americas
partidos,Africa_Europe,Americas,Americas,Americas
isso,Americas,Africa_Europe,Africa_Europe,Africa_Europe
contato,Americas,Americas,Americas,Americas
fode,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
méxico,Americas,Americas,Americas,Americas
árbitro,Africa_Europe,Africa_Europe,Africa_Europe,Americas
genial,Americas,Americas,Americas,Americas
houston,Americas,Americas,Americas,Americas
volto,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
volta,Americas,Africa_Europe,Africa_Europe,Africa_Europe
también,Americas,Americas,Americas,Americas
puerto,Americas,Americas,Americas,Americas
nada,Americas,Americas,Americas,Americas
caga,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
presidential,Asia_Australia,Africa_Europe,Asia_Australia,Africa_Europe
doce,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
tantas,Americas,Americas,Americas,Americas
pergunta,Americas,Africa_Europe,Africa_Europe,Africa_Europe
kangen,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
wkwk,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
giliran,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
cuándo,Africa_Europe,Africa_Europe,Africa_Europe,Americas
@gtconway3d,Americas,Americas,Americas,Americas
motivos,Africa_Europe,Africa_Europe,Americas,Americas
इनक,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
unas,Americas,Americas,Americas,Americas
increíble,Americas,Americas,Americas,Americas
tempo,Americas,Africa_Europe,Africa_Europe,Africa_Europe
منازل,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
bicho,Americas,Americas,Americas,Americas
medidas,Americas,Americas,Americas,Americas
poquito,Americas,Americas,Americas,Americas
ihr,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
chasing,Americas,Americas,Americas,Africa_Europe
preta,Americas,Americas,Americas,Africa_Europe
gays,Africa_Europe,Americas,Africa_Europe,Africa_Europe
geçmiş,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
falsa,Americas,Americas,Americas,Americas
tonight,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
emoción,Americas,Americas,Americas,Americas
picks,Americas,Americas,Americas,Americas
suka,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
lindo,Africa_Europe,Americas,Americas,Americas
linda,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
trampo,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
trás,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
lmaoo,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
maravilhosa,Americas,Africa_Europe,Americas,Africa_Europe
maravilhoso,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
principal,Americas,Americas,Americas,Americas
nois,Americas,Americas,Americas,Africa_Europe
terminar,Africa_Europe,Africa_Europe,Americas,Americas
jam,Asia_Australia,Asia_Australia,Asia_Australia,Americas
tudo,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
jai,Asia_Australia,Asia_Australia,Asia_Australia,Africa_Europe
tapi,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
terima,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
gigante,Americas,Americas,Americas,Americas
ideia,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
lalu,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
perdido,Americas,Americas,Americas,Americas
اثاث,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
faltou,Americas,Africa_Europe,Africa_Europe,Africa_Europe
posso,Americas,Africa_Europe,Africa_Europe,Africa_Europe
sehr,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
parque,Africa_Europe,Americas,Americas,Americas
diliyorum,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
destino,Africa_Europe,Africa_Europe,Americas,Americas
joda,Asia_Australia,Americas,Americas,Africa_Europe
anjo,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
finales,Americas,Americas,Americas,Americas
@pabloalboran,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
ett,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
trumps,Americas,Americas,Americas,Americas
нет,Africa_Europe,Asia_Australia,Asia_Australia,Africa_Europe
beijar,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
señor,Americas,Americas,Americas,Americas
equipe,Africa_Europe,Africa_Europe,Americas,Africa_Europe
degrees,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
equipo,Americas,Americas,Americas,Americas
preço,Americas,Africa_Europe,Africa_Europe,Africa_Europe
rahmet,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
atlanta,Americas,Americas,Americas,Americas
@tedcruz,Americas,Americas,Americas,Americas
juan,Americas,Americas,Americas,Americas
paulo,Americas,Americas,Americas,Americas
gün,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
mostra,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
pprt,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
señores,Americas,Americas,Americas,Americas
pelos,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
رہے,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
indonesia,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
daw,Asia_Australia,Asia_Australia,Asia_Australia,Africa_Europe
cakap,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
momento,Americas,Americas,Americas,Americas
complicado,Africa_Europe,Africa_Europe,Africa_Europe,Americas
weg,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
weh,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
nacional,Americas,Americas,Americas,Americas
otak,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
piel,Americas,Americas,Americas,Americas
fuego,Americas,Americas,Americas,Americas
cruz,Americas,Americas,Americas,Americas
recuerda,Americas,Americas,Americas,Americas
tomara,Americas,Africa_Europe,Americas,Americas
cosas,Americas,Americas,Americas,Americas
felicidad,Americas,Americas,Americas,Americas
necesidad,Africa_Europe,Americas,Americas,Americas
مفيش,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
iria,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
hier,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
krl,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
donde,Americas,Americas,Americas,Americas
vale,Americas,Americas,Americas,Americas
tinggal,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
banco,Americas,Americas,Americas,Americas
filhos,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
lidar,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
mandei,Americas,Americas,Americas,Africa_Europe
muerte,Americas,Americas,Americas,Americas
@jguaido,Americas,Americas,Americas,Americas
dizendo,Americas,Americas,Americas,Americas
entendo,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
entendi,Americas,Americas,Americas,Americas
meta,Americas,Americas,Americas,Africa_Europe
colega,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
@kloeffler,Americas,Americas,Americas,Americas
tão,Americas,Africa_Europe,Africa_Europe,Africa_Europe
ini,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
calle,Africa_Europe,Africa_Europe,Africa_Europe,Americas
coisa,Americas,Africa_Europe,Africa_Europe,Africa_Europe
seus,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
pueden,Americas,Americas,Americas,Americas
disso,Americas,Africa_Europe,Africa_Europe,Africa_Europe
quarto,Americas,Africa_Europe,Africa_Europe,Africa_Europe
veio,Americas,Africa_Europe,Africa_Europe,Africa_Europe
braço,Americas,Africa_Europe,Americas,Africa_Europe
gobierno,Africa_Europe,Americas,Americas,Americas
vezes,Americas,Africa_Europe,Africa_Europe,Africa_Europe
yikes,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
alhamdulillah,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
chinese,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
inşallah,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
punjab,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
pedra,Americas,Africa_Europe,Africa_Europe,Africa_Europe
mato,Americas,Americas,Americas,Americas
cmg,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
ciudad,Americas,Americas,Americas,Americas
fogo,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
hora,Americas,Americas,Americas,Americas
fuente,Americas,Americas,Americas,Americas
encontrar,Americas,Americas,Americas,Americas
@nfl,Americas,Americas,Americas,Americas
frank,Americas,Africa_Europe,Africa_Europe,Africa_Europe
мне,Asia_Australia,Asia_Australia,Africa_Europe,Africa_Europe
aku,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
ako,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
começou,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
время,Asia_Australia,Asia_Australia,Asia_Australia,Africa_Europe
compra,Americas,Americas,Americas,Americas
لوگ,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
exacto,Americas,Americas,Americas,Americas
sarap,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
indiana,Americas,Americas,Americas,Africa_Europe
seja,Americas,Africa_Europe,Americas,Africa_Europe
pude,Africa_Europe,Africa_Europe,Africa_Europe,Americas
continuar,Americas,Africa_Europe,Africa_Europe,Americas
era,Americas,Africa_Europe,Americas,Americas
jajajajajajajaja,Americas,Americas,Americas,Americas
novia,Americas,Americas,Americas,Americas
cuidado,Americas,Americas,Americas,Americas
india,Asia_Australia,Asia_Australia,Africa_Europe,Africa_Europe
esqueci,Americas,Africa_Europe,Africa_Europe,Africa_Europe
lah,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
bolsonaro,Americas,Americas,Americas,Americas
las,Americas,Americas,Americas,Americas
orden,Americas,Americas,Americas,Americas
passada,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
hasta,Americas,Americas,Americas,Americas
sensação,Americas,Africa_Europe,Africa_Europe,Africa_Europe
postando,Americas,Americas,Americas,Americas
neta,Africa_Europe,Africa_Europe,Africa_Europe,Americas
العالمين,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
valor,Americas,Americas,Americas,Americas
fauci,Americas,Americas,Americas,Americas
pego,Americas,Africa_Europe,Americas,Americas
pega,Americas,Americas,Americas,Americas
pobre,Africa_Europe,Africa_Europe,Americas,Americas
vidas,Africa_Europe,Africa_Europe,Africa_Europe,Americas
procurar,Americas,Africa_Europe,Africa_Europe,Africa_Europe
nigerian,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
logo,Asia_Australia,Asia_Australia,Asia_Australia,Africa_Europe
teşekkürler,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
seguimos,Americas,Americas,Americas,Americas
forte,Americas,Africa_Europe,Africa_Europe,Africa_Europe
sampai,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
tiap,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
próximo,Americas,Americas,Americas,Americas
jetzt,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
pasaron,Americas,Americas,Americas,Americas
elecciones,Americas,Americas,Americas,Americas
kenapa,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
políticos,Americas,Americas,Americas,Americas
उसक,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
mentiras,Americas,Americas,Americas,Americas
acabando,Americas,Americas,Americas,Americas
inget,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
queria,Americas,Africa_Europe,Americas,Americas
haces,Americas,Americas,Americas,Americas
एकत,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
nahi,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
mierda,Americas,Americas,Americas,Americas
hemos,Americas,Americas,Americas,Americas
jogou,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
jogos,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
aralık,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
ter,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
últimos,Americas,Americas,Americas,Americas
literalmente,Africa_Europe,Americas,Americas,Americas
amanhã,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
responder,Africa_Europe,Africa_Europe,Americas,Americas
bebé,Americas,Americas,Americas,Americas
swamp,Americas,Americas,Americas,Africa_Europe
sul,Americas,Africa_Europe,Africa_Europe,Africa_Europe
letra,Americas,Americas,Americas,Americas
respectfully,Asia_Australia,Americas,Asia_Australia,Asia_Australia
criança,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
dói,Americas,Africa_Europe,Africa_Europe,Africa_Europe
chaud,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
yeni,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
joven,Americas,Americas,Americas,Americas
concha,Americas,Americas,Americas,Americas
nangis,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
olhar,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
buat,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
sentido,Africa_Europe,Americas,Americas,Americas
falou,Americas,Americas,Americas,Africa_Europe
depende,Africa_Europe,Americas,Americas,Americas
checks,Asia_Australia,Americas,Americas,Americas
miserable,Asia_Australia,Americas,Asia_Australia,Africa_Europe
mitch,Americas,Americas,Americas,Americas
awak,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
awal,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
podrá,Americas,Americas,Americas,Americas
ile,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
mdrr,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
ahora,Americas,Americas,Americas,Americas
ilk,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
com,Americas,Africa_Europe,Africa_Europe,Africa_Europe
tong,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
demais,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
jogador,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
bikin,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
noel,Americas,Americas,Americas,Africa_Europe
últimamente,Americas,Americas,Americas,Americas
ain,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
metade,Americas,Africa_Europe,Africa_Europe,Africa_Europe
uganda,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
excelente,Americas,Americas,Americas,Americas
fizeram,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
benda,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
evitar,Americas,Americas,Americas,Americas
trabalhando,Americas,Americas,Americas,Americas
başkanı,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
nih,Americas,Americas,Americas,Africa_Europe
darle,Americas,Americas,Americas,Americas
depois,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
ไลน,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
options,Africa_Europe,Americas,Africa_Europe,Africa_Europe
dijeron,Americas,Americas,Americas,Americas
sangat,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
kalo,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
salió,Americas,Americas,Americas,Americas
antes,Americas,Americas,Americas,Americas
palabras,Americas,Americas,Americas,Americas
board,Asia_Australia,Asia_Australia,Asia_Australia,Africa_Europe
araw,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
quedó,Americas,Americas,Americas,Americas
várias,Americas,Africa_Europe,Africa_Europe,Africa_Europe
comigo,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
есть,Asia_Australia,Asia_Australia,Asia_Australia,Africa_Europe
honored,Asia_Australia,Americas,Americas,Africa_Europe
ustedes,Americas,Americas,Americas,Americas
sendo,Americas,Americas,Americas,Africa_Europe
bora,Americas,Americas,Americas,Americas
humor,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
josé,Americas,Americas,Americas,Americas
quede,Americas,Americas,Americas,Americas
queda,Americas,Americas,Americas,Americas
quedo,Americas,Americas,Americas,Americas
khan,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
precisa,Americas,Americas,Americas,Americas
serviço,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
esperamos,Americas,Americas,Americas,Americas
obg,Americas,Americas,Americas,Africa_Europe
correndo,Americas,Americas,Americas,Americas
questão,Americas,Americas,Americas,Africa_Europe
rápido,Africa_Europe,Americas,Americas,Americas
wah,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
wag,Asia_Australia,Asia_Australia,Asia_Australia,Africa_Europe
irmã,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
esposa,Americas,Americas,Americas,Americas
conversa,Americas,Africa_Europe,Africa_Europe,Africa_Europe
mercado,Americas,Americas,Americas,Americas
barriga,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
siquiera,Americas,Americas,Americas,Americas
mto,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
ganhar,Americas,Africa_Europe,Africa_Europe,Africa_Europe
inclusive,Americas,Americas,Americas,Africa_Europe
canto,Americas,Americas,Americas,Americas
dulce,Americas,Americas,Americas,Americas
cheated,Africa_Europe,Africa_Europe,Americas,Africa_Europe
concordo,Americas,Africa_Europe,Africa_Europe,Africa_Europe
@marklevinshow,Americas,Americas,Americas,Americas
esquecer,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
equipos,Americas,Americas,Americas,Americas
kkkkkkk,Americas,Americas,Americas,Africa_Europe
quienes,Americas,Americas,Americas,Americas
importante,Americas,Americas,Americas,Americas
cómo,Americas,Americas,Americas,Americas
cumple,Americas,Americas,Americas,Americas
gua,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
esperanza,Americas,Americas,Americas,Americas
gue,Asia_Australia,Asia_Australia,Asia_Australia,Americas
jugador,Americas,Americas,Americas,Americas
turno,Americas,Americas,Americas,Americas
suficiente,Americas,Americas,Americas,Americas
faculdade,Americas,Americas,Americas,Africa_Europe
joão,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
dapat,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
situação,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
razón,Americas,Americas,Americas,Americas
curso,Americas,Africa_Europe,Africa_Europe,Americas
bahut,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
mudah,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
keluar,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
