keyword,using top 1,using top 3,using weight > 50,all
все,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
jeito,Americas,Americas,Americas,Americas
inte,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
graças,Americas,Americas,Americas,Americas
garbage,Americas,Americas,Americas,Americas
muka,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
vão,Americas,Americas,Americas,Americas
heeft,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
suis,Americas,Americas,Africa_Europe,Africa_Europe
votar,Americas,Americas,Americas,Americas
quién,Americas,Americas,Americas,Americas
médicos,Africa_Europe,Africa_Europe,Africa_Europe,Americas
bizim,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
escrito,Americas,Americas,Americas,Americas
caraio,Americas,Americas,Americas,Americas
eduardo,Americas,Americas,Americas,Americas
estilo,Americas,Americas,Americas,Americas
montón,Africa_Europe,Americas,Americas,Americas
españa,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
carrera,Americas,Americas,Americas,Americas
temos,Americas,Americas,Americas,Americas
видео,Asia_Australia,Asia_Australia,Asia_Australia,Africa_Europe
lang,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
maradona,Americas,Americas,Americas,Americas
12.12,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
essas,Americas,Americas,Americas,Americas
ulit,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
miga,Americas,Americas,Americas,Americas
спасибо,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
bilang,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
llama,Americas,Americas,Americas,Americas
tra,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
אני,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
ranço,Americas,Americas,Americas,Americas
trs,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
virar,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
dicen,Americas,Americas,Americas,Americas
indian,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
difícil,Americas,Americas,Americas,Americas
lei,Americas,Americas,Americas,Americas
ler,Americas,Americas,Americas,Americas
euro,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
prefiero,Americas,Americas,Americas,Americas
dyan,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
masuk,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
menina,Americas,Americas,Americas,Americas
palabra,Americas,Americas,Americas,Americas
menino,Americas,Americas,Americas,Americas
verlo,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
asal,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
mendoza,Americas,Americas,Americas,Americas
jelas,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
cualquiera,Americas,Americas,Americas,Americas
babi,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
pouquinho,Americas,Americas,Americas,Americas
proceso,Americas,Americas,Americas,Americas
cliente,Africa_Europe,Africa_Europe,Americas,Americas
sabe,Americas,Americas,Americas,Americas
loca,Americas,Americas,Americas,Americas
mulai,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
loco,Americas,Americas,Americas,Americas
tüm,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
junta,Americas,Americas,Americas,Americas
estudar,Americas,Americas,Americas,Americas
manusia,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
delas,Americas,Americas,Americas,Americas
especial,Americas,Americas,Americas,Americas
partidos,Americas,Americas,Americas,Americas
isso,Americas,Americas,Americas,Americas
contato,Americas,Americas,Americas,Americas
fode,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
méxico,Americas,Americas,Americas,Americas
árbitro,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
genial,Americas,Americas,Americas,Americas
houston,Americas,Americas,Americas,Americas
volto,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
volta,Americas,Americas,Americas,Americas
también,Americas,Americas,Americas,Americas
puerto,Americas,Americas,Americas,Americas
nada,Americas,Americas,Americas,Americas
caga,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
presidential,Americas,Americas,Americas,Americas
doce,Africa_Europe,Africa_Europe,Africa_Europe,Americas
tantas,Americas,Americas,Americas,Americas
pergunta,Americas,Americas,Americas,Americas
kangen,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
wkwk,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
giliran,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
cuándo,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
motivos,Americas,Americas,Americas,Americas
unas,Americas,Americas,Americas,Americas
increíble,Americas,Americas,Americas,Americas
tempo,Americas,Americas,Americas,Americas
منازل,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
bicho,Americas,Americas,Americas,Americas
medidas,Americas,Americas,Americas,Americas
poquito,Americas,Americas,Americas,Americas
ihr,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
chasing,Americas,Asia_Australia,Asia_Australia,Americas
preta,Americas,Americas,Americas,Americas
gays,Americas,Americas,Americas,Americas
geçmiş,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
falsa,Americas,Americas,Americas,Americas
tonight,Americas,Africa_Europe,Americas,Americas
emoción,Americas,Americas,Americas,Americas
picks,Americas,Americas,Americas,Americas
suka,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
lindo,Americas,Americas,Americas,Americas
linda,Americas,Americas,Americas,Americas
trampo,Americas,Americas,Americas,Americas
trás,Americas,Americas,Americas,Americas
maravilhosa,Americas,Americas,Americas,Americas
maravilhoso,Americas,Americas,Americas,Americas
principal,Americas,Americas,Americas,Americas
nois,Americas,Americas,Americas,Americas
terminar,Africa_Europe,Americas,Americas,Americas
jam,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
tudo,Americas,Americas,Americas,Americas
jai,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
tapi,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
terima,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
gigante,Africa_Europe,Africa_Europe,Africa_Europe,Americas
ideia,Americas,Americas,Americas,Americas
lalu,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
perdido,Americas,Americas,Americas,Americas
اثاث,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
faltou,Americas,Americas,Americas,Americas
posso,Americas,Americas,Americas,Americas
sehr,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
parque,Africa_Europe,Africa_Europe,Africa_Europe,Americas
diliyorum,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
destino,Americas,Americas,Americas,Americas
joda,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
anjo,Americas,Americas,Americas,Americas
finales,Americas,Americas,Americas,Americas
ett,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
trumps,Americas,Americas,Americas,Americas
нет,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
beijar,Africa_Europe,Africa_Europe,Africa_Europe,Americas
señor,Americas,Americas,Americas,Americas
equipe,Americas,Americas,Americas,Americas
degrees,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
equipo,Americas,Americas,Americas,Americas
preço,Americas,Americas,Americas,Americas
rahmet,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
atlanta,Americas,Americas,Americas,Americas
juan,Americas,Americas,Americas,Americas
paulo,Americas,Americas,Americas,Americas
gün,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
mostra,Africa_Europe,Africa_Europe,Africa_Europe,Americas
pprt,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
señores,Americas,Americas,Americas,Americas
pelos,Americas,Americas,Americas,Americas
رہے,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
indonesia,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
daw,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
cakap,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
momento,Americas,Americas,Americas,Americas
complicado,Americas,Americas,Americas,Americas
weg,Americas,Africa_Europe,Africa_Europe,Africa_Europe
weh,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
nacional,Americas,Americas,Americas,Americas
otak,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
piel,Americas,Americas,Americas,Americas
fuego,Americas,Americas,Americas,Americas
cruz,Americas,Americas,Americas,Americas
recuerda,Americas,Americas,Americas,Americas
tomara,Americas,Americas,Americas,Americas
cosas,Americas,Americas,Americas,Americas
felicidad,Americas,Americas,Americas,Americas
necesidad,Americas,Americas,Americas,Americas
مفيش,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
iria,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
hier,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
krl,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
donde,Americas,Americas,Americas,Americas
vale,Americas,Americas,Americas,Americas
tinggal,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
banco,Americas,Americas,Americas,Americas
filhos,Africa_Europe,Americas,Americas,Americas
lidar,Africa_Europe,Africa_Europe,Africa_Europe,Americas
mandei,Americas,Americas,Americas,Americas
muerte,Americas,Americas,Americas,Americas
dizendo,Americas,Americas,Americas,Americas
entendo,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
entendi,Americas,Americas,Americas,Americas
meta,Americas,Americas,Americas,Americas
colega,Africa_Europe,Africa_Europe,Americas,Americas
tão,Americas,Americas,Americas,Americas
ini,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
calle,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
coisa,Americas,Americas,Americas,Americas
seus,Americas,Americas,Americas,Americas
pueden,Americas,Americas,Americas,Americas
disso,Americas,Americas,Americas,Americas
quarto,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
veio,Americas,Americas,Americas,Americas
braço,Americas,Americas,Americas,Americas
gobierno,Americas,Africa_Europe,Africa_Europe,Americas
vezes,Americas,Americas,Americas,Americas
yikes,Americas,Americas,Americas,Americas
alhamdulillah,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
chinese,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
inşallah,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
punjab,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
pedra,Americas,Americas,Americas,Americas
mato,Americas,Americas,Americas,Americas
cmg,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
ciudad,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
fogo,Americas,Americas,Americas,Americas
hora,Americas,Americas,Americas,Americas
fuente,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
encontrar,Americas,Americas,Americas,Americas
frank,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
мне,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
aku,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
ako,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
começou,Africa_Europe,Americas,Americas,Americas
время,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
compra,Americas,Americas,Americas,Americas
لوگ,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
exacto,Americas,Americas,Americas,Americas
sarap,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
indiana,Americas,Americas,Americas,Americas
seja,Americas,Americas,Americas,Americas
pude,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
continuar,Americas,Americas,Americas,Americas
era,Americas,Americas,Americas,Americas
novia,Americas,Americas,Americas,Americas
cuidado,Americas,Americas,Americas,Americas
india,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
esqueci,Americas,Americas,Americas,Americas
lah,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
bolsonaro,Americas,Americas,Americas,Americas
las,Americas,Americas,Americas,Americas
orden,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
passada,Africa_Europe,Africa_Europe,Americas,Americas
hasta,Americas,Americas,Americas,Americas
sensação,Americas,Americas,Americas,Americas
postando,Americas,Americas,Americas,Americas
neta,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
العالمين,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
valor,Americas,Americas,Americas,Americas
fauci,Americas,Americas,Americas,Americas
pego,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
pega,Americas,Americas,Americas,Americas
pobre,Americas,Americas,Americas,Americas
vidas,Americas,Americas,Americas,Americas
procurar,Americas,Americas,Americas,Americas
nigerian,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
logo,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
teşekkürler,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
seguimos,Americas,Americas,Americas,Americas
forte,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
sampai,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
tiap,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
próximo,Americas,Americas,Americas,Americas
jetzt,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
pasaron,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
elecciones,Americas,Americas,Americas,Americas
kenapa,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
políticos,Americas,Americas,Americas,Americas
mentiras,Americas,Americas,Americas,Americas
acabando,Americas,Americas,Americas,Americas
inget,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
queria,Americas,Americas,Americas,Americas
haces,Americas,Americas,Americas,Americas
nahi,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
mierda,Americas,Americas,Americas,Americas
hemos,Americas,Americas,Americas,Americas
jogou,Americas,Americas,Americas,Americas
jogos,Americas,Americas,Americas,Americas
aralık,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
ter,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
últimos,Americas,Americas,Americas,Americas
literalmente,Americas,Americas,Americas,Americas
amanhã,Americas,Americas,Americas,Americas
responder,Americas,Americas,Americas,Americas
bebé,Americas,Americas,Americas,Americas
swamp,Americas,Americas,Americas,Americas
sul,Americas,Americas,Americas,Americas
letra,Americas,Americas,Americas,Americas
respectfully,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
criança,Americas,Americas,Americas,Americas
dói,Americas,Americas,Americas,Americas
chaud,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
yeni,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
joven,Americas,Americas,Americas,Americas
concha,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
nangis,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
olhar,Americas,Americas,Americas,Americas
buat,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
sentido,Americas,Americas,Americas,Americas
falou,Americas,Americas,Americas,Americas
depende,Africa_Europe,Africa_Europe,Americas,Americas
checks,Americas,Americas,Americas,Americas
miserable,Asia_Australia,Africa_Europe,Americas,Americas
mitch,Americas,Americas,Americas,Americas
awak,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
awal,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
podrá,Americas,Americas,Americas,Americas
ile,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
ahora,Americas,Americas,Americas,Americas
ilk,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
com,Americas,Americas,Americas,Americas
tong,Africa_Europe,Asia_Australia,Asia_Australia,Asia_Australia
demais,Americas,Americas,Americas,Americas
jogador,Africa_Europe,Americas,Americas,Americas
bikin,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
noel,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
últimamente,Americas,Americas,Americas,Americas
ain,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
metade,Americas,Americas,Americas,Americas
uganda,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
excelente,Americas,Americas,Americas,Americas
fizeram,Americas,Americas,Americas,Americas
benda,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
evitar,Americas,Americas,Americas,Americas
trabalhando,Americas,Americas,Americas,Americas
başkanı,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
nih,Americas,Americas,Americas,Americas
darle,Americas,Americas,Americas,Americas
depois,Americas,Americas,Americas,Americas
ไลน,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
options,Americas,Americas,Americas,Americas
dijeron,Americas,Americas,Americas,Americas
sangat,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
kalo,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
salió,Americas,Americas,Americas,Americas
antes,Americas,Americas,Americas,Americas
palabras,Americas,Americas,Americas,Americas
board,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
araw,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
quedó,Americas,Americas,Americas,Americas
várias,Americas,Americas,Americas,Americas
comigo,Americas,Americas,Americas,Americas
есть,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
honored,Americas,Americas,Americas,Americas
ustedes,Americas,Americas,Americas,Americas
sendo,Americas,Americas,Americas,Americas
bora,Americas,Americas,Americas,Americas
humor,Americas,Americas,Americas,Americas
josé,Americas,Americas,Americas,Americas
quede,Americas,Americas,Americas,Americas
queda,Americas,Americas,Americas,Americas
quedo,Americas,Americas,Americas,Americas
khan,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
precisa,Americas,Americas,Americas,Americas
serviço,Americas,Americas,Americas,Americas
esperamos,Americas,Americas,Americas,Americas
obg,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
correndo,Americas,Americas,Americas,Americas
questão,Americas,Americas,Americas,Americas
rápido,Americas,Americas,Americas,Americas
wah,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
wag,Africa_Europe,Africa_Europe,Asia_Australia,Asia_Australia
irmã,Americas,Americas,Americas,Americas
esposa,Americas,Americas,Americas,Americas
conversa,Americas,Americas,Americas,Americas
mercado,Americas,Americas,Americas,Americas
barriga,Americas,Americas,Americas,Americas
siquiera,Americas,Americas,Americas,Americas
mto,Americas,Americas,Americas,Americas
ganhar,Americas,Americas,Americas,Americas
inclusive,Americas,Americas,Americas,Americas
canto,Americas,Americas,Americas,Americas
dulce,Americas,Americas,Americas,Americas
cheated,Africa_Europe,Americas,Americas,Americas
concordo,Americas,Americas,Americas,Americas
esquecer,Africa_Europe,Africa_Europe,Americas,Americas
equipos,Americas,Americas,Americas,Americas
quienes,Americas,Americas,Americas,Americas
importante,Americas,Americas,Americas,Americas
cómo,Americas,Americas,Americas,Americas
cumple,Americas,Americas,Americas,Americas
gua,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
esperanza,Americas,Americas,Americas,Americas
gue,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
jugador,Americas,Americas,Americas,Americas
turno,Americas,Americas,Americas,Americas
suficiente,Americas,Americas,Americas,Americas
faculdade,Americas,Americas,Americas,Americas
joão,Americas,Americas,Americas,Americas
dapat,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
situação,Americas,Americas,Americas,Americas
razón,Americas,Americas,Americas,Americas
curso,Americas,Americas,Americas,Americas
bahut,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
mudah,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
keluar,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
mudar,Americas,Americas,Americas,Americas
genel,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
vice,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
apareceu,Americas,Americas,Americas,Americas
ônibus,Americas,Americas,Americas,Americas
fbi,Americas,Americas,Americas,Americas
delícia,Americas,Americas,Americas,Americas
mitad,Americas,Americas,Americas,Americas
فلل,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
palavra,Americas,Americas,Americas,Americas
você,Americas,Americas,Americas,Americas
niggas,Americas,Americas,Americas,Americas
ibu,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
cae,Americas,Americas,Americas,Americas
quizás,Americas,Americas,Americas,Americas
noch,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
perder,Africa_Europe,Africa_Europe,Americas,Americas
perdeu,Americas,Americas,Americas,Americas
tentando,Americas,Americas,Americas,Americas
ligar,Americas,Americas,Americas,Americas
años,Americas,Americas,Americas,Americas
fútbol,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
pqp,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
aos,Americas,Americas,Americas,Americas
kecil,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
churrasco,Americas,Americas,Americas,Americas
hacia,Americas,Americas,Americas,Americas
forma,Americas,Americas,Americas,Americas
virou,Americas,Americas,Americas,Americas
perde,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
calma,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
lalo,Africa_Europe,Africa_Europe,Africa_Europe,Americas
mba,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
ليه,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
nos,Americas,Americas,Americas,Americas
remédio,Americas,Americas,Americas,Americas
desde,Americas,Americas,Americas,Americas
aulas,Americas,Americas,Americas,Americas
kann,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
fired,Americas,Americas,Americas,Americas
kang,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
kana,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
mulher,Africa_Europe,Africa_Europe,Americas,Americas
precisar,Americas,Americas,Americas,Americas
caro,Americas,Americas,Americas,Americas
terbaik,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
cara,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
السلام,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
sofrer,Africa_Europe,Africa_Europe,Americas,Americas
zap,Africa_Europe,Africa_Europe,Africa_Europe,Americas
llegar,Africa_Europe,Africa_Europe,Africa_Europe,Americas
juga,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
hujan,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
vergonha,Americas,Americas,Americas,Americas
justicia,Americas,Americas,Americas,Americas
baju,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
pelea,Americas,Americas,Americas,Americas
qual,Americas,Americas,Americas,Americas
raro,Americas,Americas,Americas,Americas
baja,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
incroyable,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
ignorante,Americas,Americas,Americas,Americas
mãos,Americas,Americas,Americas,Americas
nalang,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
reclamando,Americas,Americas,Americas,Americas
deus,Americas,Americas,Americas,Americas
ganha,Americas,Americas,Americas,Americas
santiago,Americas,Americas,Americas,Africa_Europe
parle,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
chorando,Americas,Americas,Americas,Americas
graça,Americas,Americas,Americas,Americas
america,Americas,Americas,Americas,Americas
bulan,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
verde,Americas,Americas,Americas,Americas
alguns,Americas,Americas,Americas,Americas
kendi,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
nanti,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
internacional,Americas,Americas,Americas,Americas
confiar,Americas,Americas,Americas,Americas
vienen,Americas,Americas,Americas,Americas
ยยย,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
işe,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
perdendo,Americas,Americas,Americas,Americas
chegando,Americas,Americas,Americas,Americas
contar,Americas,Americas,Americas,Americas
estamos,Americas,Americas,Americas,Americas
oque,Africa_Europe,Africa_Europe,Africa_Europe,Americas
estan,Americas,Americas,Americas,Americas
matando,Americas,Americas,Americas,Americas
estar,Americas,Americas,Americas,Americas
estas,Americas,Americas,Americas,Americas
день,Asia_Australia,Asia_Australia,Africa_Europe,Africa_Europe
pras,Americas,Americas,Americas,Americas
вообще,Africa_Europe,Asia_Australia,Africa_Europe,Africa_Europe
seguido,Americas,Americas,Americas,Americas
nila,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
tentei,Africa_Europe,Americas,Americas,Americas
episódio,Americas,Americas,Americas,Americas
comer,Africa_Europe,Africa_Europe,Americas,Americas
distancia,Africa_Europe,Africa_Europe,Americas,Americas
cuando,Americas,Americas,Americas,Americas
voltando,Americas,Americas,Americas,Americas
cuida,Americas,Americas,Americas,Americas
oder,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
sedition,Americas,Americas,Americas,Americas
نقل,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
ein,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
conmigo,Americas,Americas,Americas,Americas
eram,Americas,Americas,Americas,Americas
biar,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
sois,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
mediocre,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
medio,Americas,Americas,Americas,Americas
tellement,Americas,Americas,Americas,Africa_Europe
الرياض,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
eita,Americas,Americas,Americas,Americas
جميع,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
tiver,Americas,Americas,Americas,Americas
misericórdia,Africa_Europe,Africa_Europe,Africa_Europe,Americas
duplo,Americas,Americas,Americas,Americas
کسی,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
jauh,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
ésta,Americas,Americas,Americas,Americas
éste,Americas,Americas,Americas,Americas
ngerti,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
mismos,Americas,Americas,Americas,Americas
lado,Americas,Americas,Americas,Americas
amb,Asia_Australia,Asia_Australia,Asia_Australia,Africa_Europe
dito,Americas,Americas,Americas,Americas
hidup,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
máximo,Americas,Americas,Americas,Americas
adianta,Africa_Europe,Americas,Americas,Americas
morena,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
comentarios,Americas,Americas,Americas,Americas
quente,Americas,Americas,Americas,Americas
belajar,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
habe,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
estuvo,Americas,Americas,Americas,Americas
huevo,Americas,Americas,Americas,Americas
après,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
morir,Americas,Americas,Americas,Americas
ojalá,Americas,Americas,Americas,Americas
loh,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
میں,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
los,Americas,Americas,Americas,Americas
faria,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
sabemos,Americas,Americas,Americas,Americas
كمان,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
